"GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Description","GeneSymbol","Synonym"
"Os08g0518800",39.2992791330033,5.97706728307694,0.786816947210937,7.59651568800609,3.04210435945761e-14,2.48513747821567e-13,"","OsGH",""
"Os08g0518900",4.61272140389744,5.35931398323419,1.79971350704033,2.9778706234459,0.00290258478025545,0.00677634439841602,"","C10122",""
"Os08g0519000",13.4279674370296,2.00085661198339,0.584762389785922,3.42165749188467,0.000622406661350484,0.00166142747772904,"","Os08g0519000",""
"Os08g0519400",3155.65372681272,2.21273723039589,0.144840599858636,15.2770509964438,1.087518387207e-52,5.34631807139441e-51,"","BIP129",""
"Os08g0519600",175.872117378497,1.07333645295718,0.251169047874308,4.27336274927596,1.92546824560169e-05,6.49255943403282e-05,"","P0689E12.24-1",""
"Os08g0519700",83.3351329534528,1.05278721829406,0.373179604435315,2.82112742974553,0.00478551891973175,0.0106753220738448,"","Os08g0519700",""
"Os08g0520900",246.608067781913,4.96645545804061,0.289430280789118,17.1594189954824,5.3445618632846e-66,3.98862076164466e-64,"","OsPHS8",""
"Os08g0522300",29.4729014763571,1.82238482136732,0.510512354203324,3.569717375814,0.000357366571828279,0.000992431243016057,"","OJ1081_B12.114",""
"Os08g0522400",1697.56786596903,1.10425875407671,0.197330346858618,5.59599053899138,2.19365664380692e-08,1.06177438295769e-07,"","Os08g0522400",""
"Os08g0522500",642.947640960233,2.56573627089561,0.229595899603114,11.1750091152796,5.40448249768207e-29,1.05521562525665e-27,"","OJ1081_B12.117",""
"Os08g0525000",15.1934513140377,1.46105536915358,0.579984182300771,2.51912968274003,0.0117645318227839,0.0240463458977988,"","OsRab11G2",""
"Os08g0525800",11.0199388778703,2.00320512578024,0.82304083382194,2.43390733905388,0.0149368182989187,0.0297882764803855,"","Os08g0525800",""
"Os08g0527800",4.52388369422209,2.60109444817067,1.1431987067566,2.27527763353608,0.0228892802958415,0.0435705224286142,"","Os08g0527800",""
"Os08g0529300",6.83397255611649,4.41567521663915,1.20506282260814,3.66426972419763,0.000248045287147521,0.00070747301480996,"","OsFbox463",""
"Os08g0529800",5.10364517438188,2.90466956790308,1.15056411429844,2.52456124070427,0.0115842819160045,0.023705298400466,"","Os08g0529800",""
"Os08g0532200",7109.57082128775,1.12876999127137,0.196313887238963,5.74982242543736,8.93372294383e-09,4.50266178558332e-08,"","GSA",""
"Os08g0532800",1153.98210207451,1.33709709943119,0.199751779658005,6.69379317531205,2.1745871062074e-11,1.40751684248957e-10,"","OsLTPG22",""
"Os08g0536300",727.451994320367,2.42111891715372,0.165577044683406,14.6223102470699,2.02413535987221e-48,8.28958707628988e-47,"","OsBBX26",""
"Os08g0537900",352.565836530809,2.45220732617844,0.252286496246664,9.71993096206339,2.47949550067095e-22,3.38295484692313e-21,"","DERF7",""
"Os08g0538700",19.0437800283213,2.0173850161462,0.678151884932922,2.97482770595815,0.00293153148981869,0.00683812424432665,"","Orysa",""
"Os08g0539200",6.12749008081963,5.76757091835478,1.53972393912773,3.74584740276375,0.000179785857097693,0.000524373652891057,"","P0666G10.109",""
"Os08g0540000",162.801336373736,2.24503721161427,0.327021396186591,6.86510802593877,6.64409560234415e-12,4.50029406066924e-11,"","P0666G10.130",""
